Premise,Hypothesis,Question,Option A,Option B,Option C,Answer,Source,Expected Cosine Similarity
"Didion should know, after three decades of weaving her intricate essays.",Didion's essays are complicated and fascinating.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Changes in a specialty practice are more likely to occur if they are supported by research conducted within that same discipline.,Changes will never happen because nobody likes change.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"A little girl in cuffed jeans, a long-sleeve pink shirt and no shoes is sleeping on the sofa.",A girl takes a nap after school.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"In early 1997, GAO designated Y2K as a highrisk area to highlight the government's exposure.",Y2K was considered high risk by the GAO in the beginning of 1997.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"In the upstairs picture galleries, the dukes' close links with the Flemish masters of their day are illustrated by works such as the fine Nativit?? of the anonymous Ma?®tre de Fl??malle and Dierick Bouts's Tate de Christ.",The galleries are all in the basement.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Case study methods have been defined by some,Case study methods have never been defined.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
The British Labour Party supported the return of domestic policy-making power to Scotland.,The British Labour Party thinks it's a great idea for Scotland to start running their country again. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Conversation often took the form of elegant exchanges of improvised verse.,Conversation was always greatly lacking in any elegance.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A person takes a drink of water while riding on a bike.,The rider took a drink from his coke bottle.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A man prepares his stand up grill with a large flame.,"After using a flamethrower to entertain some soldiers, this guy douses the grill with ice.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
This hilltop suburb 8 km (5 miles) southwest of Palermo boasts Sicily's finest cathedral (12th-century) and one of the best medieval mosaic cycles in Europe.,The city of Palermo drew some of the greatest architects of the 12th century.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
you know we'd be yelling and going pick this one pick this one and we just had it was just a fun you know fun thing to watch but uh,We yell things at the television when we watch the show. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"We look to Congress for a Paper Decency Act, to close the giant loophole left open when last year's Communications Decency Act was limited to electronic media.",Congress passed a Communications Decency Act.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A group of workers are in a field planting wheat for the year.,Workers are outside in a field.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"For a wonderful view of the whole town, take the road up to Bonnie View Hotel, which is set on a hill just to the south.",Take a road that leads to the Bonnie View Hotel that's on a hill to get a grand view of the town.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A man in a gray shirt stands outside of a storefront while eating a snack and listening to his cellphone.,A man is on his phone,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"Of the $329 million appropriated by Congress to Legal Services Corp. this year, the Valley receives about $15 million to $20 million and employs about 37 staff lawyers.",The Valley gets a huge chunk of the Legal Servies budget.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"And Dublin, a city large in expectations, is still small enough for the visitor to see most of its sights on foot.",The city of Dublin is too large to explore the majority of its sights by foot.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
right right or yeah i think they can integrate maybe a short period of time in with high school students and get them to be aware that you know they're not uh especially teenagers they're not the only ones around and what maybe their,I will need several hours of meeting with high school students.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"In those unusual instances when entities have no historical data, only current reporting year data need be reported.","Always include entities, even if they have no historical data.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"[F]rom the moment Cecilia Bartoli's vibrant Idamante arrives on stage, the performance takes wing, her luscious, tight vibrato perfectly capturing the adolescent trauma of the young prince, says the Independent 's Mark Pappenheim.","Mark Pappenheim of the Independent panned the performance, and advised skipping it entirely.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Save for one Florida jury, whenever juries have been asked whether the tobacco industry is liable for a smoker's health problems, they've decided that the plaintiff knew what the risks were and chose to ignore them.",The tobacco industry has extensively lobbied for their consumers being liable for their own health issues that arose from smoking. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Romantics go at the dead of night, to be alone with its illumination.",Those in love go in the middle of the night to be alone with its illumination.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"At that point in time, the Langley pilots did not know the threat they were facing, did not know where United 93 was located, and did not have shootdown authorization.",The Langley pilots were fully aware of the threat and situation and had authorization.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
yeah but he's a good director so i mean he should still be able to,I don't think he will because he's a very bad director,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Almost everyone in GAO probably has worked on a case study at one time or another yet may be unfamiliar with what is meant, methodologically, by a case study.","A case study is a common work task performed by employees at the GAO, however, many staff may be unfamiliar with what research scientists mean by a case study. ","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
Recent testimony to the Congress by Governor Ridge has clarified the Administration's commitment to these provisions.,Recent testimony to the Congress by Governor Ridge has clarified the Administration's commitment ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"And now for the home front, said Tommy, stretching out his hand for a peach.",Tommy was silent and wanted an apple.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Near this building is the old CityHall, at Lebuh Pasar Besar, which now houses the Textile Museum.",Visit the Textile Museum to view remnants of the Old City Hall.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Three adult bystanders and one child looking up toward the sky while standing on the sidewalk.,A man and his three children watch the helium balloons float higher in the air.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"The success of These programs is best demonstrated by the fact that they have been close to meeting cost, schedule, and performance objectives.",A measure of success of these programs is they are close to meeting their objectives.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A woman wearing a yellow blouse is walking on a city sidewalk while a cab whizzes by.,the woman is white,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A family having a good time eating.,The family is having dinner.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"The message, again, that I get from the story, for me personally, was that there would always be a special connection between me and God, and actually was just another of the ways my grandmother put for me to learn, or believe, that I could do anything, I could be anything, because I had a special connection and special protection, um, from not only her, which was more important for me at the time.",The message that I got from my Grandmother's story was that God did not exist.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"A poor immigrant Jew works as an assistant shoemaker, patiently waiting for the master shoemaker's daughter to grow old enough to marry.","Her father was a wealthy salesman, and she never wanted to marry off.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A woman with her hair up and wearing sunglasses is sitting and leaning against the back of a sofa while looking at her phone.,A woman is seated awaiting an important phone call.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
Corporate welfare lets politicians claim they've created new jobs while wasting your tax money.,It'd be easier to swallow corporate welfare if it didn't come out of our pockets.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
 Now he was here--wherever here was.,He was hiding because he was afraid to be seen.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"But although these countries were generally satisfied with the progress they had made, they continued to struggle with a number of important issues, such as the acceptable level of risk and the extent to which decisionmaking authority should be devolved to a given organizational level.",The countries were satisfied as they had increased their profits by at least 3% on the previous year.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
yeah well it's it's it's hard in New York too and i mean they get paid twenty eight thousand a year to start,They're given a three figure salary just to start work.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A stoplight is yellow next to a pedestrian crossing sign.,there are pedestrians present,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
There's a flower called Wandering Jew.,There are no flowers named after Jews.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A woman holds a poker chip in her hand hovering over the casino table wondering what number to place her bet on while her friends watch.,A woman is on her last poker chip and is making a decision on where to spend the last one.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Finally, there's the orange incident.",The orange incident never happened.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
and uh i've noticed over the past say maybe five or six years uh we live about twenty miles away from the state airport and i notice the fly patterns now of the jets are they getting bigger they're swinging wider so that now they're coming over the over the our homes,We live about twenty miles from the airport and have noticed planes getting bigger.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"On the summit is a monument to Nossa Senhora da Paz (Our Lady of Peace), dedicated to the end of World War I. Around the monument are anchor chains from French ships sunk in Funchal harbor by German torpedoes.",There is a monument related to World War I.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
There is no service in the winter.,There isn't a winter service.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
The man is posing in front of a small child near a light post.,a man posing near a light post at night,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
LAP's current funding primarily comes from the state's two largest bar associations and private donations.,There is more funding from private donations than the state's bars. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"After the more sober spirituality of the Romanesque churches, the soaring Gothic cathedrals of Chartres, Paris (Notre-Dame), Bourges, and Amiens were at once monuments to the glory of God and testimony to the sheer power, spiritual and temporal, of the Roman Catholic Church.","Chartres, Paris, Bourges and Amines' cathedrals were monuments to the glory of God and, at the same time, testimony to sheer power of the Islamic religion.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
she met a girl she's going to the University of Pennsylvania in in Philadelphia and uh she just met a girl from um i think,The girl she met has the same Major in school. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A group of people in jeans and white shirts are bent over a piece of wood.,The group was wearing jeans and shirts while bending over the wood.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"Stone throwing and petrol bombing were early weapons, but subsequently the Palestinian Fundamentalist movement Hamas took to other forms of anti-Jewish violence, such as the 1994 suicide bombing of a Tel Aviv bus which resulted in the death of 22 people.",Hamas was generally much nicer to other non Jewish groups.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
They were the last British troops to leave India.,They were British troops who were once in India.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"The Thunderbird, Desert Inn, Sahara, Sands, and Riviera hotels were erected during this period, luring a curious clientele drawn by tales of all-night partying, exclusive entertainment, and cheap accommodations.",Several other holds were built which attracted people on the basis of affordability and nightlife.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
a man with a ponytail sitting before an important man with a crown,The servant obeyed the King's order to fetch Chefs to make a great feast of King's Landing.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"You've got the keys still, haven't you, Poirot? I asked, as we reached the door of the locked room. ",As we approached I uttered a question.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
um now at this particular time the children were two and six but then i also i've been babysitting this child uh for about eight years he's nine now and um you know i've watched him grow up and he's like a little brother to me,THe kids were both teens.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A bald man in a white shirt is grilling outside during the day in the sunlight.,A bald man is grilling hamburgers at a night party.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"HAZARDOUS WASTE - A solid, liquid, or gaseous waste, or combination of these wastes, which because of its quantity, concentration, or physical, chemical, or infectious characteristics may cause or significantly contribute to an increase in mortality or an increase in serious irreversible, or incapacitating reversible, illness or pose a substantial present or potential hazard to human health or the environment when improperly treated, stored, transported, disposed of, or otherwise managed.",There is no accurate definition on hazardous waste.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A man is walking along a brick wall with writing on it.,The brick wall next to where the man is walking has been written on.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
The avenue stays closed.,The avenue has always been and always will be open.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A young woman with a shave head in a brown skirt and sandals walking past a stone building.,A young woman learning to become a monk walks slowly past an ancient stone building.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
yeah we talked you talked about before about uh the school funding i think there's only gonna be one solution to school funding which i i don't think will be necessarily the best way but i think what's what's gonna have to happen is there's gonna have to be tuition for grade school and junior high and high school kids that's the only way they're gonna fund it because they start raising taxes for property and people are gonna throw a fit,"If they raise property taxes, people will protest.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack.,He is sleeping in a rocking chair.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Instead, Gore cut him off--and now Bradley can't connect his campaign-finance crusade, under the rubric of reform, to his challenges to existing welfare-state policies on health and education.","Gore gave Bradley time to finish what he was talking about, they were very polite.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
so it that's also a good reason why it it or good that it ended as soon as it did,It's good that it continues today.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
A woman is scooping ice cream while a man sits at the table next to her.,The woman is scooping ice cream for the man.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"The first question to Bauer Wednesday was, Don't you just give this story more momentum by doing this?",They asked Bauer if he gave the story more momentum.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
"Thanks to Gutman, Genovese, and their left-wing peers, we now know that the notion that Slaves Were Happy, as the New York Times headline put it, is not necessarily false.",The New York Times editors admitted that the premise of the Slaves Were Happy concept was nonetheless offensive.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
    III   There was no delirium when he awoke in the morning.,His had slept for more than nine hours straight.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"For case studies in particular, there must be an empirical basis for instance selection and assurance of adequate population homogeneity.",When selecting instances there needs to be an empirical basis for the purpose of the case study.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
The Shake Shack is a favorite teen hangout most evenings.,The Shake Shack has customers at night.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"The Romans called it Portus Magnus (great port), which the Ibicencos adapted to Portmany.","It was named ""Portus Magnus"" by the Romans, but the Ibicencos never bothered to give it a name.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
 She brings him,She never brings him.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Your shoot will never go as well as the best case of the agency, but then neither will it ever descend into chaos.",Your shoot won't go amazingly but won't be terrible either. ,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
It is expected that FASAB will continue to recommend statements on specialized topics.,People predict that the organization will still suggest comments about special topics.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
A bridesmaid gives a toast with a microphone while two other bridesmaids and a gentleman look on.,A bridesmaid is giving a toast.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
yeah i think once once kids get out and see how other people really live and know how bad off some people really are and how good they've got it,It can be shocking for some kids to realize how privileged they are.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Federal Acquisition Streamlining Act of 1994 (FASA) (Public Law 103-355) a This law requires agencies to define cost, schedule, and performance goals for federal acquisition programs (to include IT projects) and monitor These programs to ensure that they remain within prescribed tolerances.",The law was met by much resistance during its stages in the senate.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
The lights at night in the city.,The city is dark because of a blackout.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
other than that it's pretty pretty lax and i think that's good because it does allow people to be individual and it allows you to kind of dress the way you feel that day or you know if you want to be comfortable and casual you can and sometimes i think you,The environment is very strict.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"Some respondents requested that the standards provide for reporting additional information, such as transfers of stewardship property to foreign governments, stewardship land sold to the private sector, the Federal Government's interest in such things as property held by nonfederal entities or patents generated through Federal research and development funds, and foreign contributions to Federal programs.",Respondents never requested that the standards provide for reporting additional information.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"EPA estimated that, of the total 1,300 MWe to be retrofit by 2020 with ACI, all of that capacity would have existing fabric filters.",EPA estimates that none of the MWe will be retrofitted due to budget cuts.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
yeah right next to Dulles all right well i'll talk to you later bye-bye,The proximity to Dulles is good for us.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Did I mention that in the second season, Buchanan travels back in time to kill Lincoln even deader?",Buchanan travels back in time to kill Lincoln again in the second season.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
Peeking through a doorway to see a man walking with a bike in the evening light.,A man is walking with his bike at night,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
Two race car drivers smile on a stage next to a female spokes model wearing a white dress and white and blue boots.,Two race car drivers are waiting for the award ceremony to end,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"He swung and pierced, dove and feigned.",He stood still and let himself be hit.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Around the time of the transition there was much speculation about how things would change.,The transition brought many people to wonder what wild things would be different for them.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"I see. In spite of her laugh, Mary was looking thoughtful this morning. ",Mary did not look thoughtful this morning.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
She usually did lock it at night. ,When she didn't lock it at night it was because she forgot.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"After a stop to contemplate Diamond Rock (see box below), most tourists continue south over winding roads through Sainte-Luce, Riviyre-Pilote, and Le Marin without stopping until they reach Sainte-Anne.",Diamond Rock is a very treacherous hill for novice hikers.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
Young girls running on a grass field during an athletic event.,Young girls are running in a very close race.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Part of me still clung to the faint hope that, somehow, some way, it might be Derry.",I hoped it was Derry who got the ball.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
An asian table tennis player is eagerly watching and waiting for his opponent serves the ball.,"Dalmatians with red scarves, ride on the fire truck during the annual fall harvest celebration parade.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
A woman smiles at the camera while two guys make a face toward each other.,A photographer is setting up a shot of a woman pretending to cry.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
Recent research found that even households with similar lifetime earnings approach retirement with vastly different levels of wealth.,The households with similar earnings have the same wealth levels.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
"The museum has a good model of the original university and its monastery buildings, worth studying before you go out to the site.",The model was constructed by hand and gives you an idea of the original structures.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"He got $3 million for Basic Instinct , then $2.",He was paid more than $3million for his next film.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Hullo, here's another knock."" This visitor proved to be of an entirely different type to the last.",The new visitor knocked on the door.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
a peaceful rowboat during dusk.,The sun is setting.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
"You shower, slip on the robe provided (this part we already have), and then, in the cupboard, you find stacks of pants and shirts and sweaters, maybe a wrap-skirt or two and some jackets, all in many colors and all in your size, since you e-mailed the information ahead with your reservation.","Some of the jackets are red colored, while some are black.","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
"Novelist Lucian Truscott IV, a former Army officer and son and grandson of generals, writes a NYT op-ed in support of the Clinton administration's latest assault weapons ban.",Lucian Truscott has served in the army before.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,MNLI,Unpredictable
Six men outside are passing each other by while looking at each other.,The men are acknowledging one another's respective presence.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
A man in a green shirt waits while the police question some snowboarders.,Nobody is waiting,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"A man in shorts and a tank-top shirt tries to touch his foot while jumping, located on the shore of a large body of water.",A man is trying a trick for the first time.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
7. Should all interventions triage and intervene based on patient readiness to change?,They said patient readiness should be considered during triage.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
William Strauss and Neil Howe are co-authors of The Fourth  An American Prophecy.,This was the first time the two men collaborated on a book.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
A man jumps off of a small stone bridge while three children and a woman watch him.,A man with a bungee cord attached to his feet is jumping off a bridge.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
A brown dog with big ears walks across the carpet after a brown toy.,A cat on the couch,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"The theater company was founded in 1930 by Micha??l MacLiamm??ir and Hilton Edwards, and is still going strong today, with an excellent reputation for international and innovative work.",The theater company was disbanded in 1960.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
An older man digs up sand while a younger girl watches him.,The older man and the younger girl is having an affair.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"On a cloudy day, a few people are by a pier over a dark body of water in which a boat is in the foreground.","On a cloudy day, a few people are not by a pier","Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,SNLI,Low
"Two middle-aged women, dressed in black kimonos with printed designs across the bottom of the kimono's skirt, smiling, while walking in city square.",Two women in kimonos are smiling and walking outdoors.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,A,SNLI,Unpredictable
A rock climber hangs from a ledge while others look on.,a man climbs a rock,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,SNLI,Medium
"Two of them, the way Red said.",There was just one.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,C,MNLI,Low
Greetings! As Drew stood blinking just within the doorway the card player rose.,Drew asked the card player if he could join them.,"Do the hypothesis and premise logically entail each other, contradict each other, or remain undetermined?",entailment,neutral,contradiction,B,MNLI,Medium
